gene_symbol,hgnc_id,gene_score,conclusion_code,best_disease_score,best_disease_name,best_omim_id,best_orpha_id,best_mondo_id,best_disease_source_dbs,best_disease_match_status,mapping_basis,second_best_disease_score,score_gap_to_second_best,disease_profile_count,input_hpo_count,scoring_hpo_count,matched_hpo_count,unmatched_hpo_count,mean_input_hpo_ic,candidate_variant_count_in_gene,gene_sources,best_term_evidence_summary,db_versions,warning,sample_id,gene_rank
ENSG00000298296,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2750
ENSG00000298316,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2751
ENSG00000298334,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2752
ENSG00000298378,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2753
ENSG00000298396,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2754
ENSG00000298407,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2755
ENSG00000298420,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2756
ENSG00000298437,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2757
ENSG00000298441,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2758
ENSG00000298475,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2759
ENSG00000298486,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2760
ENSG00000298499,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2761
ENSG00000298503,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2762
ENSG00000298511,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2763
ENSG00000298519,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2764
ENSG00000298554,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2765
ENSG00000298577,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2766
ENSG00000298599,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2767
ENSG00000298611,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2768
ENSG00000298621,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2769
ENSG00000298642,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2770
ENSG00000298662,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2771
ENSG00000298678,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2772
ENSG00000298729,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2773
ENSG00000298738,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2774
ENSG00000298765,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2775
ENSG00000298780,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2776
ENSG00000298783,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2777
ENSG00000298810,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2778
ENSG00000298824,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2779
ENSG00000298825,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2780
ENSG00000298826,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2781
ENSG00000298832,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2782
ENSG00000298846,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2783
ENSG00000298854,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2784
ENSG00000298894,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2785
ENSG00000298897,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2786
ENSG00000298985,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2787
ENSG00000298997,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2788
ENSG00000299038,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2789
ENSG00000299043,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2790
ENSG00000299064,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2791
ENSG00000299083,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2792
ENSG00000299090,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2793
ENSG00000299094,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2794
ENSG00000299102,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2795
ENSG00000299144,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2796
ENSG00000299150,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2797
ENSG00000299161,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2798
ENSG00000299211,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2799
ENSG00000299223,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2800
ENSG00000299278,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2801
ENSG00000299293,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2802
ENSG00000299312,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2803
ENSG00000299354,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2804
ENSG00000299356,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2805
ENSG00000299357,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2806
ENSG00000299397,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2807
ENSG00000299407,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2808
ENSG00000299420,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2809
ENSG00000299427,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2810
ENSG00000299434,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2811
ENSG00000299445,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2812
ENSG00000299446,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2813
ENSG00000299452,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2814
ENSG00000299481,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2815
ENSG00000299538,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2816
ENSG00000299551,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2817
ENSG00000299562,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2818
ENSG00000299567,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2819
ENSG00000299608,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2820
ENSG00000299614,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2821
ENSG00000299646,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2822
ENSG00000299650,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2823
ENSG00000299661,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2824
ENSG00000299676,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2825
ENSG00000299681,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2826
ENSG00000299691,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2827
ENSG00000299692,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2828
ENSG00000299701,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2829
ENSG00000299717,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2830
ENSG00000299721,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2831
ENSG00000299733,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2832
ENSG00000299797,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2833
ENSG00000299829,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2834
ENSG00000299845,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2835
ENSG00000299848,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2836
ENSG00000299858,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2837
ENSG00000299861,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2838
ENSG00000299888,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2839
ENSG00000299894,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2840
ENSG00000299911,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2841
ENSG00000299916,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2842
ENSG00000299930,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2843
ENSG00000299932,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2844
ENSG00000299948,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2845
ENSG00000299978,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2846
ENSG00000300019,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2847
ENSG00000300022,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2848
ENSG00000300107,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2849
ENSG00000300120,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2850
ENSG00000300142,,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,2851
